contig,chr,cM
IWGSC_CSS_2BS_scaff_5200818,2B,59.184
IWGSC_CSS_2BS_scaff_5200821,2B,59.184
IWGSC_CSS_2BS_scaff_5200829,2B,59.184
IWGSC_CSS_2BS_scaff_5200834,2B,59.184
IWGSC_CSS_2BS_scaff_5200836,2B,59.184
IWGSC_CSS_2BS_scaff_5200849,2B,59.184
IWGSC_CSS_2BS_scaff_5200851,2B,59.184
IWGSC_CSS_2BS_scaff_5200868,2B,59.184
IWGSC_CSS_2BS_scaff_5200874,2B,59.184
IWGSC_CSS_2BS_scaff_5200878,2B,59.184
IWGSC_CSS_2BS_scaff_5200906,2B,59.184
IWGSC_CSS_2BS_scaff_5200908,2B,59.184
IWGSC_CSS_2BS_scaff_5200923,2B,59.184
IWGSC_CSS_2BS_scaff_5200937,2B,59.184
IWGSC_CSS_2BS_scaff_5200939,2B,59.184
IWGSC_CSS_2BS_scaff_5200940,2B,59.184
IWGSC_CSS_2BS_scaff_5200943,2B,59.184
IWGSC_CSS_2BS_scaff_5200967,2B,59.184
IWGSC_CSS_2BS_scaff_5200974,2B,59.184
IWGSC_CSS_2BS_scaff_5200976,2B,59.184
IWGSC_CSS_2BS_scaff_5200980,2B,59.184
IWGSC_CSS_2BS_scaff_5200986,2B,59.184
IWGSC_CSS_2BS_scaff_5200988,2B,59.184
IWGSC_CSS_2BS_scaff_5200992,2B,59.184
IWGSC_CSS_2BS_scaff_5200996,2B,59.184
IWGSC_CSS_2BS_scaff_5201002,2B,59.184
IWGSC_CSS_2BS_scaff_5201011,2B,59.184
IWGSC_CSS_2BS_scaff_5201026,2B,59.184
IWGSC_CSS_2BS_scaff_5201032,2B,59.184
IWGSC_CSS_2BS_scaff_5201053,2B,59.184
IWGSC_CSS_2BS_scaff_5201061,2B,59.184
IWGSC_CSS_2BS_scaff_5201062,2B,59.184
IWGSC_CSS_2BS_scaff_5201080,2B,59.184
IWGSC_CSS_2BS_scaff_5201084,2B,59.184
IWGSC_CSS_2BS_scaff_5201088,2B,59.184
IWGSC_CSS_2BS_scaff_5201098,2B,59.184
IWGSC_CSS_2BS_scaff_5201103,2B,59.184
IWGSC_CSS_2BS_scaff_5201104,2B,59.184
IWGSC_CSS_2BS_scaff_5201110,2B,59.184
IWGSC_CSS_2BS_scaff_5201122,2B,59.184
IWGSC_CSS_2BS_scaff_5201125,2B,59.184
IWGSC_CSS_2BS_scaff_5201132,2B,59.184
IWGSC_CSS_2BS_scaff_5201166,2B,59.184
IWGSC_CSS_2BS_scaff_5201168,2B,59.184
IWGSC_CSS_2BS_scaff_5201169,2B,59.184
IWGSC_CSS_2BS_scaff_5201186,2B,59.184
IWGSC_CSS_2BS_scaff_5201196,2B,59.184
IWGSC_CSS_2BS_scaff_5201203,2B,59.184
IWGSC_CSS_2BS_scaff_5201207,2B,59.184
IWGSC_CSS_2BS_scaff_5201209,2B,59.184
IWGSC_CSS_2BS_scaff_5201211,2B,59.184
IWGSC_CSS_2BS_scaff_5201213,2B,59.184
IWGSC_CSS_2BS_scaff_5201225,2B,59.184
IWGSC_CSS_2BS_scaff_5201241,2B,59.184
IWGSC_CSS_2BS_scaff_5201245,2B,59.184
IWGSC_CSS_2BS_scaff_5201246,2B,59.184
IWGSC_CSS_2BS_scaff_5201248,2B,59.184
IWGSC_CSS_2BS_scaff_5201254,2B,59.184
IWGSC_CSS_2BS_scaff_5201269,2B,59.184
IWGSC_CSS_2BS_scaff_5201274,2B,59.184
IWGSC_CSS_2BS_scaff_5201303,2B,59.184
IWGSC_CSS_2BS_scaff_5201304,2B,59.184
IWGSC_CSS_2BS_scaff_5201306,2B,59.184
IWGSC_CSS_2BS_scaff_5201319,2B,59.184
IWGSC_CSS_2BS_scaff_5201334,2B,59.184
IWGSC_CSS_2BS_scaff_5201343,2B,59.184
IWGSC_CSS_2BS_scaff_5201372,2B,59.184
IWGSC_CSS_2BS_scaff_5201377,2B,59.184
IWGSC_CSS_2BS_scaff_5201384,2B,59.184
IWGSC_CSS_2BS_scaff_5201395,2B,59.184
IWGSC_CSS_2BS_scaff_5201399,2B,59.184
IWGSC_CSS_2BS_scaff_5201401,2B,59.184
IWGSC_CSS_2BS_scaff_5201431,2B,59.184
IWGSC_CSS_2BS_scaff_5201432,2B,59.184
IWGSC_CSS_2BS_scaff_5201459,2B,59.184
IWGSC_CSS_2BS_scaff_5201464,2B,59.184
IWGSC_CSS_2BS_scaff_5201471,2B,59.184
IWGSC_CSS_2BS_scaff_5201479,2B,59.184
IWGSC_CSS_2BS_scaff_5201489,2B,59.184
IWGSC_CSS_2BS_scaff_5201497,2B,59.184
IWGSC_CSS_2BS_scaff_5201514,2B,59.184
IWGSC_CSS_2BS_scaff_5201516,2B,59.184
IWGSC_CSS_2BS_scaff_5201519,2B,59.184
IWGSC_CSS_2BS_scaff_5201537,2B,59.184
IWGSC_CSS_2BS_scaff_5201548,2B,59.184
IWGSC_CSS_2BS_scaff_5201554,2B,59.184
IWGSC_CSS_2BS_scaff_5201557,2B,59.184
IWGSC_CSS_2BS_scaff_5201569,2B,59.184
IWGSC_CSS_2BS_scaff_5201582,2B,59.184
IWGSC_CSS_2BS_scaff_5201585,2B,59.184
IWGSC_CSS_2BS_scaff_5201591,2B,59.184
IWGSC_CSS_2BS_scaff_5201599,2B,59.184
IWGSC_CSS_2BS_scaff_5201602,2B,59.184
IWGSC_CSS_2BS_scaff_5201613,2B,59.184
IWGSC_CSS_2BS_scaff_5201619,2B,59.184
IWGSC_CSS_2BS_scaff_5201630,2B,59.184
IWGSC_CSS_2BS_scaff_5201638,2B,59.184
IWGSC_CSS_2BS_scaff_5201641,2B,59.184
IWGSC_CSS_2BS_scaff_5201656,2B,59.184
IWGSC_CSS_2BS_scaff_5201659,2B,59.184
IWGSC_CSS_2BS_scaff_5201679,2B,59.184
IWGSC_CSS_2BS_scaff_5201685,2B,59.184
IWGSC_CSS_2BS_scaff_5201689,2B,59.184
IWGSC_CSS_2BS_scaff_5201700,2B,59.184
IWGSC_CSS_2BS_scaff_5201704,2B,59.184
IWGSC_CSS_2BS_scaff_5201709,2B,59.184
IWGSC_CSS_2BS_scaff_5201720,2B,59.184
IWGSC_CSS_2BS_scaff_5201723,2B,59.184
IWGSC_CSS_2BS_scaff_5201728,2B,59.184
IWGSC_CSS_2BS_scaff_5201741,2B,59.184
IWGSC_CSS_2BS_scaff_5201752,2B,59.184
IWGSC_CSS_2BS_scaff_5201756,2B,59.184
IWGSC_CSS_2BS_scaff_5201758,2B,59.184
IWGSC_CSS_2BS_scaff_5201762,2B,59.184
IWGSC_CSS_2BS_scaff_5201765,2B,59.184
IWGSC_CSS_2BS_scaff_5201766,2B,59.184
IWGSC_CSS_2BS_scaff_5201767,2B,59.184
IWGSC_CSS_2BS_scaff_5201771,2B,59.184
IWGSC_CSS_2BS_scaff_5201778,2B,59.184
IWGSC_CSS_2BS_scaff_5201789,2B,59.184
IWGSC_CSS_2BS_scaff_5201792,2B,59.184
IWGSC_CSS_2BS_scaff_5201807,2B,59.184
IWGSC_CSS_2BS_scaff_5201813,2B,59.184
IWGSC_CSS_2BS_scaff_5201818,2B,59.184
IWGSC_CSS_2BS_scaff_5201819,2B,59.184
IWGSC_CSS_2BS_scaff_5201827,2B,59.184
IWGSC_CSS_2BS_scaff_5201843,2B,59.184
IWGSC_CSS_2BS_scaff_5201845,2B,59.184
IWGSC_CSS_2BS_scaff_5201848,2B,59.184
IWGSC_CSS_2BS_scaff_5201856,2B,59.184
IWGSC_CSS_2BS_scaff_5201863,2B,59.184
IWGSC_CSS_2BS_scaff_5201878,2B,59.184
IWGSC_CSS_2BS_scaff_5201895,2B,59.184
IWGSC_CSS_2BS_scaff_5201897,2B,59.184
IWGSC_CSS_2BS_scaff_5201900,2B,59.184
IWGSC_CSS_2BS_scaff_5201912,2B,59.184
IWGSC_CSS_2BS_scaff_5201916,2B,59.184
IWGSC_CSS_2BS_scaff_5201923,2B,59.184
IWGSC_CSS_2BS_scaff_5201936,2B,59.184
IWGSC_CSS_2BS_scaff_5201937,2B,59.184
IWGSC_CSS_2BS_scaff_5201954,2B,59.184
IWGSC_CSS_2BS_scaff_5201956,2B,59.184
IWGSC_CSS_2BS_scaff_5201962,2B,59.184
IWGSC_CSS_2BS_scaff_5201969,2B,59.184
IWGSC_CSS_2BS_scaff_5202002,2B,59.184
IWGSC_CSS_2BS_scaff_5202013,2B,59.184
IWGSC_CSS_2BS_scaff_5202028,2B,59.184
IWGSC_CSS_2BS_scaff_5202029,2B,59.184
IWGSC_CSS_2BS_scaff_5202045,2B,59.184
IWGSC_CSS_2BS_scaff_5202059,2B,59.184
IWGSC_CSS_2BS_scaff_5202066,2B,59.184
IWGSC_CSS_2BS_scaff_5202068,2B,59.184
IWGSC_CSS_2BS_scaff_5202079,2B,59.184
IWGSC_CSS_2BS_scaff_5202080,2B,59.184
IWGSC_CSS_2BS_scaff_5202087,2B,59.184
IWGSC_CSS_2BS_scaff_5202091,2B,59.184
IWGSC_CSS_2BS_scaff_5202094,2B,59.184
IWGSC_CSS_2BS_scaff_5202101,2B,59.184
IWGSC_CSS_2BS_scaff_5202109,2B,59.184
IWGSC_CSS_2BS_scaff_5202115,2B,59.184
IWGSC_CSS_2BS_scaff_5202139,2B,59.184
IWGSC_CSS_2BS_scaff_5202146,2B,59.184
IWGSC_CSS_2BS_scaff_5202149,2B,59.184
IWGSC_CSS_2BS_scaff_5202160,2B,59.184
IWGSC_CSS_2BS_scaff_5202162,2B,59.184
IWGSC_CSS_2BS_scaff_5202171,2B,59.184
IWGSC_CSS_2BS_scaff_5202184,2B,59.184
IWGSC_CSS_2BS_scaff_5202186,2B,59.184
IWGSC_CSS_2BS_scaff_5202193,2B,59.184
IWGSC_CSS_2BS_scaff_5202195,2B,59.184
IWGSC_CSS_2BS_scaff_5202197,2B,59.184
IWGSC_CSS_2BS_scaff_5202200,2B,59.184
IWGSC_CSS_2BS_scaff_5202206,2B,59.184
IWGSC_CSS_2BS_scaff_5202214,2B,59.184
IWGSC_CSS_2BS_scaff_5202218,2B,59.184
IWGSC_CSS_2BS_scaff_5202227,2B,59.184
IWGSC_CSS_2BS_scaff_5202230,2B,59.184
IWGSC_CSS_2BS_scaff_5202235,2B,59.184
IWGSC_CSS_2BS_scaff_5202259,2B,59.184
IWGSC_CSS_2BS_scaff_5202261,2B,59.184
IWGSC_CSS_2BS_scaff_5202268,2B,59.184
IWGSC_CSS_2BS_scaff_5202272,2B,59.184
IWGSC_CSS_2BS_scaff_5202276,2B,59.184
IWGSC_CSS_2BS_scaff_5202281,2B,59.184
IWGSC_CSS_2BS_scaff_5202282,2B,59.184
IWGSC_CSS_2BS_scaff_5202307,2B,59.184
IWGSC_CSS_2BS_scaff_5202317,2B,59.184
IWGSC_CSS_2BS_scaff_5202335,2B,59.184
IWGSC_CSS_2BS_scaff_5202336,2B,59.184
IWGSC_CSS_2BS_scaff_5202337,2B,59.184
IWGSC_CSS_2BS_scaff_5202346,2B,59.184
IWGSC_CSS_2BS_scaff_5202347,2B,59.184
IWGSC_CSS_2BS_scaff_5202349,2B,59.184
IWGSC_CSS_2BS_scaff_5202352,2B,59.184
IWGSC_CSS_2BS_scaff_5202353,2B,59.184
IWGSC_CSS_2BS_scaff_5202357,2B,59.184
IWGSC_CSS_2BS_scaff_5202364,2B,59.184
IWGSC_CSS_2BS_scaff_5202374,2B,59.184
IWGSC_CSS_2BS_scaff_5202376,2B,59.184
IWGSC_CSS_2BS_scaff_5202382,2B,59.184
IWGSC_CSS_2BS_scaff_5202391,2B,59.184
IWGSC_CSS_2BS_scaff_5202412,2B,59.184
IWGSC_CSS_2BS_scaff_5202448,2B,59.184
IWGSC_CSS_2BS_scaff_5202453,2B,59.184
IWGSC_CSS_2BS_scaff_5202457,2B,59.184
IWGSC_CSS_2BS_scaff_5202462,2B,59.184
IWGSC_CSS_2BS_scaff_5202463,2B,59.184
IWGSC_CSS_2BS_scaff_5202476,2B,59.184
IWGSC_CSS_2BS_scaff_5202479,2B,59.184
IWGSC_CSS_2BS_scaff_5202503,2B,59.184
IWGSC_CSS_2BS_scaff_5202508,2B,59.184
IWGSC_CSS_2BS_scaff_5202517,2B,59.184
IWGSC_CSS_2BS_scaff_5202520,2B,59.184
IWGSC_CSS_2BS_scaff_5202523,2B,59.184
IWGSC_CSS_2BS_scaff_5202524,2B,59.184
IWGSC_CSS_2BS_scaff_5202546,2B,59.184
IWGSC_CSS_2BS_scaff_5202548,2B,59.184
IWGSC_CSS_2BS_scaff_5202572,2B,59.184
IWGSC_CSS_2BS_scaff_5202576,2B,59.184
IWGSC_CSS_2BS_scaff_5202585,2B,59.184
IWGSC_CSS_2BS_scaff_5202587,2B,59.184
IWGSC_CSS_2BS_scaff_5202596,2B,59.184
IWGSC_CSS_2BS_scaff_5202609,2B,59.184
IWGSC_CSS_2BS_scaff_5202614,2B,59.184
IWGSC_CSS_2BS_scaff_5202629,2B,59.184
IWGSC_CSS_2BS_scaff_5202633,2B,59.184
IWGSC_CSS_2BS_scaff_5202636,2B,59.184
IWGSC_CSS_2BS_scaff_5202637,2B,59.184
IWGSC_CSS_2BS_scaff_5202639,2B,59.184
IWGSC_CSS_2BS_scaff_5202644,2B,59.184
IWGSC_CSS_2BS_scaff_5202645,2B,59.184
IWGSC_CSS_2BS_scaff_5202647,2B,59.184
IWGSC_CSS_2BS_scaff_5202649,2B,59.184
IWGSC_CSS_2BS_scaff_5202667,2B,59.184
IWGSC_CSS_2BS_scaff_5202673,2B,59.184
IWGSC_CSS_2BS_scaff_5202693,2B,59.184
IWGSC_CSS_2BS_scaff_5202700,2B,59.184
IWGSC_CSS_2BS_scaff_5202714,2B,59.184
IWGSC_CSS_2BS_scaff_5202718,2B,59.184
IWGSC_CSS_2BS_scaff_5202719,2B,59.184
IWGSC_CSS_2BS_scaff_5202720,2B,59.184
IWGSC_CSS_2BS_scaff_5202733,2B,59.184
IWGSC_CSS_2BS_scaff_5202734,2B,59.184
IWGSC_CSS_2BS_scaff_5202738,2B,59.184
IWGSC_CSS_2BS_scaff_5202740,2B,59.184
IWGSC_CSS_2BS_scaff_5202754,2B,59.184
IWGSC_CSS_2BS_scaff_5202764,2B,59.184
IWGSC_CSS_2BS_scaff_5202774,2B,59.184
IWGSC_CSS_2BS_scaff_5202780,2B,59.184
IWGSC_CSS_2BS_scaff_5202786,2B,59.184
IWGSC_CSS_2BS_scaff_5202790,2B,59.184
IWGSC_CSS_2BS_scaff_5202794,2B,59.184
IWGSC_CSS_2BS_scaff_5202797,2B,59.184
IWGSC_CSS_2BS_scaff_5202828,2B,59.184
IWGSC_CSS_2BS_scaff_5202833,2B,59.184
IWGSC_CSS_2BS_scaff_5202835,2B,59.184
IWGSC_CSS_2BS_scaff_5202836,2B,59.184
IWGSC_CSS_2BS_scaff_5202839,2B,59.184
IWGSC_CSS_2BS_scaff_5202841,2B,59.184
IWGSC_CSS_2BS_scaff_5202849,2B,59.184
IWGSC_CSS_2BS_scaff_5202853,2B,59.184
IWGSC_CSS_2BS_scaff_5202857,2B,59.184
IWGSC_CSS_2BS_scaff_5202863,2B,59.184
IWGSC_CSS_2BS_scaff_5202875,2B,59.184
IWGSC_CSS_2BS_scaff_5202877,2B,59.184
IWGSC_CSS_2BS_scaff_5202880,2B,59.184
IWGSC_CSS_2BS_scaff_5202886,2B,59.184
IWGSC_CSS_2BS_scaff_5202897,2B,59.184
IWGSC_CSS_2BS_scaff_5202902,2B,59.184
IWGSC_CSS_2BS_scaff_5202907,2B,59.184
IWGSC_CSS_2BS_scaff_5202912,2B,59.184
IWGSC_CSS_2BS_scaff_5202921,2B,59.184
IWGSC_CSS_2BS_scaff_5202928,2B,59.184
IWGSC_CSS_2BS_scaff_5202933,2B,59.184
IWGSC_CSS_2BS_scaff_5202946,2B,59.184
IWGSC_CSS_2BS_scaff_5202954,2B,59.184
IWGSC_CSS_2BS_scaff_5202955,2B,59.184
IWGSC_CSS_2BS_scaff_5202962,2B,59.184
IWGSC_CSS_2BS_scaff_5202982,2B,59.184
IWGSC_CSS_2BS_scaff_5202983,2B,59.184
IWGSC_CSS_2BS_scaff_5202996,2B,59.184
IWGSC_CSS_2BS_scaff_5203005,2B,59.184
IWGSC_CSS_2BS_scaff_5203017,2B,59.184
IWGSC_CSS_2BS_scaff_5203022,2B,59.184
IWGSC_CSS_2BS_scaff_5203026,2B,59.184
IWGSC_CSS_2BS_scaff_5203028,2B,59.184
IWGSC_CSS_2BS_scaff_5203029,2B,59.184
IWGSC_CSS_2BS_scaff_5203035,2B,59.184
IWGSC_CSS_2BS_scaff_5203045,2B,59.184
IWGSC_CSS_2BS_scaff_5203063,2B,59.184
IWGSC_CSS_2BS_scaff_5203066,2B,59.184
IWGSC_CSS_2BS_scaff_5203072,2B,59.184
IWGSC_CSS_2BS_scaff_5203081,2B,59.184
IWGSC_CSS_2BS_scaff_5203093,2B,59.184
IWGSC_CSS_2BS_scaff_5203094,2B,59.184
IWGSC_CSS_2BS_scaff_5203095,2B,59.184
IWGSC_CSS_2BS_scaff_5203120,2B,59.184
IWGSC_CSS_2BS_scaff_5203121,2B,59.184
IWGSC_CSS_2BS_scaff_5203134,2B,59.184
IWGSC_CSS_2BS_scaff_5203148,2B,59.184
IWGSC_CSS_2BS_scaff_5203155,2B,59.184
IWGSC_CSS_2BS_scaff_5203162,2B,59.184
IWGSC_CSS_2BS_scaff_5203174,2B,59.184
IWGSC_CSS_2BS_scaff_5203176,2B,59.184
IWGSC_CSS_2BS_scaff_5203179,2B,59.184
IWGSC_CSS_2BS_scaff_5203181,2B,59.184
IWGSC_CSS_2BS_scaff_5203183,2B,59.184
IWGSC_CSS_2BS_scaff_5203184,2B,59.184
IWGSC_CSS_2BS_scaff_5203196,2B,59.184
IWGSC_CSS_2BS_scaff_5203200,2B,59.184
IWGSC_CSS_2BS_scaff_5203201,2B,59.184
IWGSC_CSS_2BS_scaff_5203206,2B,59.184
IWGSC_CSS_2BS_scaff_5203211,2B,59.184
IWGSC_CSS_2BS_scaff_5203230,2B,59.184
IWGSC_CSS_2BS_scaff_5203231,2B,59.184
IWGSC_CSS_2BS_scaff_5203232,2B,59.184
IWGSC_CSS_2BS_scaff_5203250,2B,59.184
IWGSC_CSS_2BS_scaff_5203254,2B,59.184
IWGSC_CSS_2BS_scaff_5203269,2B,59.184
IWGSC_CSS_2BS_scaff_5203273,2B,59.184
IWGSC_CSS_2BS_scaff_5203289,2B,59.184
IWGSC_CSS_2BS_scaff_5203291,2B,59.184
IWGSC_CSS_2BS_scaff_5203296,2B,59.184
IWGSC_CSS_2BS_scaff_5203299,2B,59.184
IWGSC_CSS_2BS_scaff_5203312,2B,59.184
IWGSC_CSS_2BS_scaff_5203326,2B,59.184
IWGSC_CSS_2BS_scaff_5203331,2B,59.184
IWGSC_CSS_2BS_scaff_5203337,2B,59.184
IWGSC_CSS_2BS_scaff_5203340,2B,59.184
IWGSC_CSS_2BS_scaff_5203341,2B,59.184
IWGSC_CSS_2BS_scaff_5203347,2B,59.184
IWGSC_CSS_2BS_scaff_5203361,2B,59.184
IWGSC_CSS_2BS_scaff_5203376,2B,59.184
IWGSC_CSS_2BS_scaff_5203379,2B,59.184
IWGSC_CSS_2BS_scaff_5203395,2B,59.184
IWGSC_CSS_2BS_scaff_5203397,2B,59.184
IWGSC_CSS_2BS_scaff_5203410,2B,59.184
IWGSC_CSS_2BS_scaff_5203417,2B,59.184
IWGSC_CSS_2BS_scaff_5203420,2B,59.184
IWGSC_CSS_2BS_scaff_5203439,2B,59.184
IWGSC_CSS_2BS_scaff_5203441,2B,59.184
IWGSC_CSS_2BS_scaff_5203443,2B,59.184
IWGSC_CSS_2BS_scaff_5203456,2B,59.184
IWGSC_CSS_2BS_scaff_5203460,2B,59.184
IWGSC_CSS_2BS_scaff_5203467,2B,59.184
IWGSC_CSS_2BS_scaff_5203470,2B,59.184
IWGSC_CSS_2BS_scaff_5203483,2B,59.184
IWGSC_CSS_2BS_scaff_5203484,2B,59.184
IWGSC_CSS_2BS_scaff_5203487,2B,59.184
IWGSC_CSS_2BS_scaff_5203493,2B,59.184
IWGSC_CSS_2BS_scaff_5203495,2B,59.184
IWGSC_CSS_2BS_scaff_5203500,2B,59.184
IWGSC_CSS_2BS_scaff_5203503,2B,59.184
IWGSC_CSS_2BS_scaff_5203507,2B,59.184
IWGSC_CSS_2BS_scaff_5203512,2B,59.184
IWGSC_CSS_2BS_scaff_5203518,2B,59.184
IWGSC_CSS_2BS_scaff_5203522,2B,59.184
IWGSC_CSS_2BS_scaff_5203523,2B,59.184
IWGSC_CSS_2BS_scaff_5203526,2B,59.184
IWGSC_CSS_2BS_scaff_5203556,2B,59.184
IWGSC_CSS_2BS_scaff_5203577,2B,59.184
IWGSC_CSS_2BS_scaff_5203591,2B,59.184
IWGSC_CSS_2BS_scaff_5203593,2B,59.184
IWGSC_CSS_2BS_scaff_5203597,2B,59.184
IWGSC_CSS_2BS_scaff_5203599,2B,59.184
IWGSC_CSS_2BS_scaff_5203601,2B,59.184
IWGSC_CSS_2BS_scaff_5203607,2B,59.184
IWGSC_CSS_2BS_scaff_5203610,2B,59.184
IWGSC_CSS_2BS_scaff_5203611,2B,59.184
IWGSC_CSS_2BS_scaff_5203622,2B,59.184
IWGSC_CSS_2BS_scaff_5203624,2B,59.184
IWGSC_CSS_2BS_scaff_5203625,2B,59.184
IWGSC_CSS_2BS_scaff_5203631,2B,59.184
IWGSC_CSS_2BS_scaff_5203648,2B,59.184
IWGSC_CSS_2BS_scaff_5203649,2B,59.184
IWGSC_CSS_2BS_scaff_5203661,2B,59.184
IWGSC_CSS_2BS_scaff_5203683,2B,59.184
IWGSC_CSS_2BS_scaff_5203692,2B,59.184
IWGSC_CSS_2BS_scaff_5203694,2B,59.184
IWGSC_CSS_2BS_scaff_5203698,2B,59.184
IWGSC_CSS_2BS_scaff_5203699,2B,59.184
IWGSC_CSS_2BS_scaff_5203700,2B,59.184
IWGSC_CSS_2BS_scaff_5203702,2B,59.184
IWGSC_CSS_2BS_scaff_5203706,2B,59.184
IWGSC_CSS_2BS_scaff_5203709,2B,59.184
IWGSC_CSS_2BS_scaff_5203710,2B,59.184
IWGSC_CSS_2BS_scaff_5203713,2B,59.184
IWGSC_CSS_2BS_scaff_5203714,2B,59.184
IWGSC_CSS_2BS_scaff_5203717,2B,59.184
IWGSC_CSS_2BS_scaff_5203729,2B,59.184
IWGSC_CSS_2BS_scaff_5203736,2B,59.184
IWGSC_CSS_2BS_scaff_5203747,2B,59.184
IWGSC_CSS_2BS_scaff_5203750,2B,59.184
IWGSC_CSS_2BS_scaff_5203760,2B,59.184
IWGSC_CSS_2BS_scaff_5203769,2B,59.184
IWGSC_CSS_2BS_scaff_5203796,2B,59.184
IWGSC_CSS_2BS_scaff_5203799,2B,59.184
IWGSC_CSS_2BS_scaff_5203801,2B,59.184
IWGSC_CSS_2BS_scaff_5203807,2B,59.184
IWGSC_CSS_2BS_scaff_5203830,2B,59.184
IWGSC_CSS_2BS_scaff_5203834,2B,59.184
IWGSC_CSS_2BS_scaff_5203853,2B,59.184
IWGSC_CSS_2BS_scaff_5203856,2B,59.184
IWGSC_CSS_2BS_scaff_5203859,2B,59.184
IWGSC_CSS_2BS_scaff_5203862,2B,59.184
IWGSC_CSS_2BS_scaff_5203875,2B,59.184
IWGSC_CSS_2BS_scaff_5203888,2B,59.184
IWGSC_CSS_2BS_scaff_5203890,2B,59.184
IWGSC_CSS_2BS_scaff_5203895,2B,59.184
IWGSC_CSS_2BS_scaff_5203912,2B,59.184
IWGSC_CSS_2BS_scaff_5203933,2B,59.184
IWGSC_CSS_2BS_scaff_5203938,2B,59.184
IWGSC_CSS_2BS_scaff_5203946,2B,59.184
IWGSC_CSS_2BS_scaff_5203948,2B,59.184
IWGSC_CSS_2BS_scaff_5203951,2B,59.184
IWGSC_CSS_2BS_scaff_5203969,2B,59.184
IWGSC_CSS_2BS_scaff_5203970,2B,59.184
IWGSC_CSS_2BS_scaff_5203971,2B,59.184
IWGSC_CSS_2BS_scaff_5204040,2B,59.184
IWGSC_CSS_2BS_scaff_5204061,2B,59.184
IWGSC_CSS_2BS_scaff_5204068,2B,59.184
IWGSC_CSS_2BS_scaff_5204079,2B,59.184
IWGSC_CSS_2BS_scaff_5204088,2B,59.184
IWGSC_CSS_2BS_scaff_5204095,2B,59.184
IWGSC_CSS_2BS_scaff_5204104,2B,59.184
IWGSC_CSS_2BS_scaff_5204124,2B,59.184
IWGSC_CSS_2BS_scaff_5204129,2B,59.184
IWGSC_CSS_2BS_scaff_5204132,2B,59.184
IWGSC_CSS_2BS_scaff_5204133,2B,59.184
IWGSC_CSS_2BS_scaff_5204134,2B,59.184
IWGSC_CSS_2BS_scaff_5204136,2B,59.184
IWGSC_CSS_2BS_scaff_5204137,2B,59.184
IWGSC_CSS_2BS_scaff_5204138,2B,59.184
IWGSC_CSS_2BS_scaff_5204142,2B,59.184
IWGSC_CSS_2BS_scaff_5204148,2B,59.184
IWGSC_CSS_2BS_scaff_5204150,2B,59.184
IWGSC_CSS_2BS_scaff_5204159,2B,59.184
IWGSC_CSS_2BS_scaff_5204196,2B,59.184
IWGSC_CSS_2BS_scaff_5204197,2B,59.184
IWGSC_CSS_2BS_scaff_5204207,2B,59.184
IWGSC_CSS_2BS_scaff_5204216,2B,59.184
IWGSC_CSS_2BS_scaff_5204219,2B,59.184
IWGSC_CSS_2BS_scaff_5204223,2B,59.184
IWGSC_CSS_2BS_scaff_5204231,2B,59.184
IWGSC_CSS_2BS_scaff_5204242,2B,59.184
IWGSC_CSS_2BS_scaff_5204254,2B,59.184
IWGSC_CSS_2BS_scaff_5204255,2B,59.184
IWGSC_CSS_2BS_scaff_5204259,2B,59.184
IWGSC_CSS_2BS_scaff_5204261,2B,59.184
IWGSC_CSS_2BS_scaff_5204267,2B,59.184
IWGSC_CSS_2BS_scaff_5204287,2B,59.184
IWGSC_CSS_2BS_scaff_5204296,2B,59.184
IWGSC_CSS_2BS_scaff_5204303,2B,59.184
IWGSC_CSS_2BS_scaff_5204318,2B,59.184
IWGSC_CSS_2BS_scaff_5204328,2B,59.184
IWGSC_CSS_2BS_scaff_5204346,2B,59.184
IWGSC_CSS_2BS_scaff_5204362,2B,59.184
IWGSC_CSS_2BS_scaff_5204386,2B,59.184
IWGSC_CSS_2BS_scaff_5204405,2B,59.184
IWGSC_CSS_2BS_scaff_5204419,2B,59.184
IWGSC_CSS_2BS_scaff_5204429,2B,59.184
IWGSC_CSS_2BS_scaff_5204434,2B,59.184
IWGSC_CSS_2BS_scaff_5204440,2B,59.184
IWGSC_CSS_2BS_scaff_5204445,2B,59.184
IWGSC_CSS_2BS_scaff_5204456,2B,59.184
IWGSC_CSS_2BS_scaff_5204458,2B,59.184
IWGSC_CSS_2BS_scaff_5204463,2B,59.184
IWGSC_CSS_2BS_scaff_5204472,2B,59.184
IWGSC_CSS_2BS_scaff_5204473,2B,59.184
IWGSC_CSS_2BS_scaff_5204479,2B,59.184
IWGSC_CSS_2BS_scaff_5204495,2B,59.184
IWGSC_CSS_2BS_scaff_5204501,2B,59.184
IWGSC_CSS_2BS_scaff_5204507,2B,59.184
IWGSC_CSS_2BS_scaff_5204512,2B,59.184
IWGSC_CSS_2BS_scaff_5204523,2B,59.184
IWGSC_CSS_2BS_scaff_5204528,2B,59.184
IWGSC_CSS_2BS_scaff_5204531,2B,59.184
IWGSC_CSS_2BS_scaff_5204532,2B,59.184
IWGSC_CSS_2BS_scaff_5204539,2B,59.184
IWGSC_CSS_2BS_scaff_5204540,2B,59.184
IWGSC_CSS_2BS_scaff_5204543,2B,59.184
IWGSC_CSS_2BS_scaff_5204557,2B,59.184
